source,original,synonyms
GDSC2,VE-822,SYNTHESISOF334DIDEUTERIOMETHYLAMINOMETHYLPHENYLISOXAZOL5YL54ISOPROPYLSULFONYLPHENYLPYRAZIN2AMINE
GDSC2,WZ4003,WZ4003
GDSC2,WZ4003,1214265583
GDSC2,WZ4003,N35CHLORO22METHOXY44METHYLPIPERAZIN1YLPHENYLAMINOPYRIMIDIN4YLOXYPHENYLPROPIONAMIDE
GDSC2,WZ4003,N35CHLORO22METHOXY44METHYLPIPERAZIN1YLANILINOPYRIMIDIN4YLOXYPHENYLPROPANAMIDE
GDSC2,WZ4003,CHEMBL4303523
GDSC2,WZ4003,N35CHLORO22METHOXY44METHYL1PIPERAZINYLPHENYLAMINO4PYRIMIDINYLOXYPHENYLPROPANAMIDE
GDSC2,WZ4003,C25H29CLN6O3
GDSC2,WZ4003,GTPL8047
GDSC2,WZ4003,DTXSID601110474
GDSC2,WZ4003,HMS3653E12
GDSC2,WZ4003,HMS3674E13
GDSC2,WZ4003,BCP09218
GDSC2,WZ4003,EXA2485
GDSC2,WZ4003,BDBM50587675
GDSC2,WZ4003,S7317
GDSC2,WZ4003,AKOS025142058
GDSC2,WZ4003,CCG264737
GDSC2,WZ4003,CS3258
GDSC2,WZ4003,NCGC0038630905
GDSC2,WZ4003,NCGC0038630907
GDSC2,WZ4003,AC30128
GDSC2,WZ4003,AS55863
GDSC2,WZ4003,HY15802
GDSC2,WZ4003,WZ400398HPLC
GDSC2,WZ4003,SW2201811
GDSC2,WZ4003,F20676
GDSC2,WZ4003,A858198
GDSC2,WZ4003,EN30020128562
GDSC2,WZ4003,Q27089237
GDSC2,WZ4003,N35CHLORO22METHOXY44METHYLPIPERAZIN1YLPHENYLAMINOPYRIMIDIN4YLOXYPHENYLPROPANAMIDE
GDSC2,CZC24832,CZC24832
GDSC2,CZC24832,1159824675
GDSC2,CZC24832,52AMINO8FLUORO124TRIAZOLO15APYRIDIN6YLNTERTBUTYLPYRIDINE3SULFONAMIDE
GDSC2,CZC24832,96ER5DQD27
GDSC2,CZC24832,CHEMBL2064571
GDSC2,CZC24832,3PYRIDINESULFONAMIDE52AMINO8FLUORO124TRIAZOLO15APYRIDIN6YLN11DIMETHYLETHYL
GDSC2,CZC24832,52AMINO8FLUORO124TRIAZOLO15APYRIDIN6YLN11DIMETHYLETHYL3PYRIDINESULFONAMIDE
GDSC2,CZC24832,CS0710
GDSC2,CZC24832,UNII96ER5DQD27
GDSC2,CZC24832,SCHEMBL936070
GDSC2,CZC24832,GTPL6653
GDSC2,CZC24832,DTXSID50655226
GDSC2,CZC24832,HMS3652D16
GDSC2,CZC24832,BCP08888
GDSC2,CZC24832,EXA2044
GDSC2,CZC24832,BDBM50389420
GDSC2,CZC24832,FD5029
GDSC2,CZC24832,MFCD22417090
GDSC2,CZC24832,S7018
GDSC2,CZC24832,AKOS024458285
GDSC2,CZC24832,CCG268214
GDSC2,CZC24832,SB17239
GDSC2,CZC24832,NCGC0037917907
GDSC2,CZC24832,AC35914
GDSC2,CZC24832,AS74725
GDSC2,CZC24832,HY15294
GDSC2,CZC24832,CZC2483298HPLC
GDSC2,CZC24832,FT0744862
GDSC2,CZC24832,SW2194821
GDSC2,CZC24832,Q27076967
GDSC2,AZD5582,AZD5582
GDSC2,AZD5582,1258392538
GDSC2,AZD5582,CHEMBL3108827
GDSC2,AZD5582,NSC787048
GDSC2,AZD5582,2S12S2CYCLOHEXYL22S2METHYLAMINOPROPANOYLAMINOACETYLN1S2R261S2R12S12S2CYCLOHEXYL22S2METHYLAMINOPROPANOYLAMINOACETYLPYRROLIDINE2CARBONYLAMINO23DIHYDRO1HINDEN2YLOXYHEXA24DIYNOXY23DIHYDRO1HINDEN1YLPYRROLIDINE2CARBOXAMIDE
GDSC2,AZD5582,GTPL7710
GDSC2,AZD5582,SCHEMBL2724968
GDSC2,AZD5582,EXA1396
GDSC2,AZD5582,BDBM50495451
GDSC2,AZD5582,S7362
GDSC2,AZD5582,AKOS037648604
GDSC2,AZD5582,CCG270609
GDSC2,AZD5582,BS14829
GDSC2,AZD5582,HY12600
GDSC2,AZD5582,C72040
GDSC2,AZD5582,A858204
GDSC2,AZD5582,Q27074760
GDSC2,AZD5582,2S12S2CYCLOHEXYL22S2METHYLAMINOPROPANOYLAMINOACETYLN1S2R261S2R12S12S2CYCLOHEXYL22S2METHYLAMINOPROPANOYLAMINOACETYLPYRROLIDINE2CARBONYLAMINOINDAN2YLOXYHEXA24DIYNOXYINDAN1YLPYRROLIDINE2CARBOXAMIDE
GDSC2,AZD5582,2S2S11S2S2S221S1S2R2RHEXA24DIYNE16DIYLBISOXYBIS23DIHYDRO1HINDENE21DIYLBISCYCLOHEXANE31DIYLBIS2S2METHYLAMINOPROPANAMIDOACETYLBISPYRROLIDINE2CARBOXAMIDE
GDSC2,AZD5582,SS2S2SNN1S1S2R2R22HEXA24DIYNE16DIYLBISOXYBIS23DIHYDRO1HINDENE21DIYLBIS1S2CYCLOHEXYL2S2METHYLAMINOPROPANAMIDOACETYLPYRROLIDINE2CARBOXAMIDE
GDSC2,AZD5582,SS2S2A2SNNA1S1A2S2R2A2R22AHEXA24DIYNE16DIYLBISOXYBIS23DIHYDRO1HINDENE21DIYLBIS1S2CYCLOHEXYL2S2METHYLAMINOPROPANAMIDOACETYLPYRROLIDINE2CARBOXAMIDE
GDSC2,GSK2606414,GSK2606414
GDSC2,GSK2606414,1337531368
GDSC2,GSK2606414,154AMINO7METHYL7HPYRROLO23DPYRIMIDIN5YLINDOLIN1YL23TRIFLUOROMETHYLPHENYLETHANONE
GDSC2,GSK2606414,DPP2K6EFW8
GDSC2,GSK2606414,CHEMBL2171124
GDSC2,GSK2606414,154AMINO7METHYLPYRROLO23DPYRIMIDIN5YL23DIHYDROINDOL1YL23TRIFLUOROMETHYLPHENYLETHANONE
GDSC2,GSK2606414,7METHYL513TRIFLUOROMETHYLPHENYLACETYL23DIHYDRO1HINDOL5YL7HPYRROLO23DPYRIMIDIN4AMINE
GDSC2,GSK2606414,154AMINO7METHYL7HPYRROLO23DPYRIMIDIN5YL23DIHYDRO1HINDOL1YL23TRIFLUOROMETHYLPHENYLETHANONE
GDSC2,GSK2606414,SIXVRXARNAVBTCUHFFFAOYSAN
GDSC2,GSK2606414,ETHANONE154AMINO7METHYL7HPYRROLO23DPYRIMIDIN5YL23DIHYDRO1HINDOL1YL23TRIFLUOROMETHYLPHENYL
GDSC2,GSK2606414,CS1428
GDSC2,GSK2606414,UNIIDPP2K6EFW8
GDSC2,GSK2606414,SCHEMBL868254
GDSC2,GSK2606414,EXA340
GDSC2,GSK2606414,HMS3653O10
GDSC2,GSK2606414,HMS3743C19
GDSC2,GSK2606414,BCP06992
GDSC2,GSK2606414,BDBM50396534
GDSC2,GSK2606414,MFCD25976926
GDSC2,GSK2606414,NSC781627
GDSC2,GSK2606414,S7307
GDSC2,GSK2606414,AKOS024458496
GDSC2,GSK2606414,CCG269247
GDSC2,GSK2606414,EK0047
GDSC2,GSK2606414,SB19408
GDSC2,GSK2606414,NCGC0034607009
GDSC2,GSK2606414,154AMINO7METHYL7HPYRROLO23DPYRIMIDIN5YLINDOLIN1YL23TRIFLUOROMETHYLPHENYLETHAN1ONE
GDSC2,GSK2606414,AC29016
GDSC2,GSK2606414,HY18072
GDSC2,GSK2606414,FT0716681
GDSC2,GSK2606414,SW2196461
GDSC2,GSK2606414,Q15409439
GDSC2,PFI3,PFI3
GDSC2,PFI3,1819363808
GDSC2,PFI3,E12HYDROXYPHENYL31R4R5PYRIDIN2YL25DIAZABICYCLO221HEPTAN2YLPROP2EN1ONE
GDSC2,PFI3,CHEMBL3752911
GDSC2,PFI3,2E12HYDROXYPHENYL31R4R5PYRIDIN2YL25DIAZABICYCLO221HEPTAN2YLPROP2EN1ONE
GDSC2,PFI3,IN2080
GDSC2,PFI3,PF06687252
GDSC2,PFI3,GTPL7915
GDSC2,PFI3,SCHEMBL19730380
GDSC2,PFI3,EXA520
GDSC2,PFI3,CHEBI149519
GDSC2,PFI3,BCP10158
GDSC2,PFI3,BDBM50158688
GDSC2,PFI3,MFCD28100807
GDSC2,PFI3,NSC783642
GDSC2,PFI3,S7315
GDSC2,PFI3,AKOS024458481
GDSC2,PFI3,CCG267721
GDSC2,PFI3,CS3455
GDSC2,PFI3,LM3110
GDSC2,PFI3,PFI398HPLC
GDSC2,PFI3,COMPOUND16PMID27115555
GDSC2,PFI3,AC35944
GDSC2,PFI3,BP25372
GDSC2,PFI3,BS15703
GDSC2,PFI3,HY12409
GDSC2,PFI3,PF6687252
GDSC2,PFI3,J690249
GDSC2,PFI3,Q27088339
GDSC2,PFI3,2E12HYDROXYPHENYL31R4R52PYRIDINYL25DIAZABICYCLO221HEPT2YL2PROPEN1ONE
GDSC2,PFI3,E12HYDROXYPHENYL31R4R2PYRIDIN2YL25DIAZABICYCLO221HEPTAN5YLPROP2EN1ONE
GDSC2,PFI3,2PROPEN1ONE12HYDROXYPHENYL31R4R52PYRIDINYL25DIAZABICYCLO221HEPT2YL2E
GDSC2,PCI-34051,PCI34051
GDSC2,PCI-34051,950762955
GDSC2,PCI-34051,NHYDROXY14METHOXYBENZYL1HINDOLE6CARBOXAMIDE
GDSC2,PCI-34051,NHYDROXY14METHOXYPHENYLMETHYLINDOLE6CARBOXAMIDE
GDSC2,PCI-34051,PUI52VXV61
GDSC2,PCI-34051,CHEMBL2170177
GDSC2,PCI-34051,NHYDROXY14METHOXYPHENYLMETHYL1HINDOLE6CARBOXAMIDE
GDSC2,PCI-34051,1HINDOLE6CARBOXAMIDENHYDROXY14METHOXYPHENYLMETHYL
GDSC2,PCI-34051,14METHOXYPHENYLMETHYLNOXIDANYLINDOLE6CARBOXAMIDE
GDSC2,PCI-34051,UNIIPUI52VXV61
GDSC2,PCI-34051,AJRGHIGYPXNABYUHFFFAOYSAN
GDSC2,PCI-34051,GKW
GDSC2,PCI-34051,MLS006010285
GDSC2,PCI-34051,SCHEMBL1608763
GDSC2,PCI-34051,14METHOXYBENZYLNHYDROXY1HINDOLE6CARBOXAMIDE
GDSC2,PCI-34051,CHEBI94192
GDSC2,PCI-34051,DTXSID10647187
GDSC2,PCI-34051,EXA930
GDSC2,PCI-34051,HMS3655H09
GDSC2,PCI-34051,HMS3747K15
GDSC2,PCI-34051,BCP03674
GDSC2,PCI-34051,BDBM50397360
GDSC2,PCI-34051,HB1393
GDSC2,PCI-34051,MFCD11114393
GDSC2,PCI-34051,S2012
GDSC2,PCI-34051,AKOS024458273
GDSC2,PCI-34051,BCP9001056
GDSC2,PCI-34051,CCG267430
GDSC2,PCI-34051,CS1277
GDSC2,PCI-34051,SB17080
GDSC2,PCI-34051,NCGC0034549202
GDSC2,PCI-34051,NCGC0034549211
GDSC2,PCI-34051,AC33033
GDSC2,PCI-34051,AS70349
GDSC2,PCI-34051,BP25403
GDSC2,PCI-34051,HY15224
GDSC2,PCI-34051,SMR004701355
GDSC2,PCI-34051,BCP0726000160
GDSC2,PCI-34051,FT0673533
GDSC2,PCI-34051,SW2201501
GDSC2,PCI-34051,F17362
GDSC2,PCI-34051,BRDK88742110001012
GDSC2,PCI-34051,Q27165952
GDSC2,PCI-34051,14METHOXYPHENYLMETHYLINDOLE6CARBOHYDROXAMICACID
GDSC2,PCI-34051,14METHOXYPHENYLMETHYL1HINDOLE6CARBOXYLICACIDHYDROXYAMIDE
GDSC2,PCI-34051,1072027645
GDSC2,Wnt-C59,WNTC59
GDSC2,Wnt-C59,1243243891
GDSC2,Wnt-C59,242METHYLPYRIDIN4YLPHENYLN4PYRIDIN3YLPHENYLACETAMIDE
GDSC2,Wnt-C59,C25H21N3O
GDSC2,Wnt-C59,WNTC59C59
GDSC2,Wnt-C59,CHEMBL2139947
GDSC2,Wnt-C59,MFCD22201167
GDSC2,Wnt-C59,C59
GDSC2,Wnt-C59,242METHYL4PYRIDYLPHENYLN43PYRIDYLPHENYLACETAMIDE
GDSC2,Wnt-C59,42METHYL4PYRIDINYLN43PYRIDINYLPHENYLBENZENEACETAMIDE
GDSC2,Wnt-C59,BENZENEACETAMIDE42METHYL4PYRIDINYLN43PYRIDINYLPHENYL
GDSC2,Wnt-C59,MLS006011203
GDSC2,Wnt-C59,SCHEMBL1724609
GDSC2,Wnt-C59,GTPL12020
GDSC2,Wnt-C59,DTXSID60727009
GDSC2,Wnt-C59,EXA289
GDSC2,Wnt-C59,HMS3652D18
GDSC2,Wnt-C59,BCP07008
GDSC2,Wnt-C59,BDBM50133864
GDSC2,Wnt-C59,CS2235
GDSC2,Wnt-C59,HB3155
GDSC2,Wnt-C59,S7037
GDSC2,Wnt-C59,AKOS024458516
GDSC2,Wnt-C59,CCG268399
GDSC2,Wnt-C59,CS1420
GDSC2,Wnt-C59,SB19435
GDSC2,Wnt-C59,NCGC0026308501
GDSC2,Wnt-C59,AC30233
GDSC2,Wnt-C59,AS72497
GDSC2,Wnt-C59,HY15659
GDSC2,Wnt-C59,SMR004702972
GDSC2,Wnt-C59,FT0700434
GDSC2,Wnt-C59,SW2201731
GDSC2,Wnt-C59,J690095
GDSC2,I-BET-762,1260907172
GDSC2,I-BET-762,MOLIBRESIB
GDSC2,I-BET-762,IBET762
GDSC2,I-BET-762,GSK525762A
GDSC2,I-BET-762,GSK525762
GDSC2,I-BET-762,BETINHIBITORGSK525762
GDSC2,I-BET-762,UNII5QIO6SRZ2R
GDSC2,I-BET-762,5QIO6SRZ2R
GDSC2,I-BET-762,S264CHLOROPHENYL8METHOXY1METHYL4HBENZOF124TRIAZOLO43A14DIAZEPIN4YLNETHYLACETAMIDE
GDSC2,I-BET-762,24S64CHLOROPHENYL8METHOXY1METHYL4H124TRIAZOLO43A14BENZODIAZEPIN4YLNETHYLACETAMIDE
GDSC2,I-BET-762,CHEMBL1232461
GDSC2,I-BET-762,MOLIBRESIBUSAN
GDSC2,I-BET-762,4H124TRIAZOLO43A14BENZODIAZEPINE4ACETAMIDE64CHLOROPHENYLNETHYL8METHOXY1METHYL4S
GDSC2,I-BET-762,CS0717
GDSC2,I-BET-762,GSK525762AIBET762
GDSC2,I-BET-762,EAM
GDSC2,I-BET-762,2YEK
GDSC2,I-BET-762,4S64CHLOROPHENYLNETHYL8METHOXY1METHYL4H124TRIAZOLO43A14BENZODIAZEPINE4ACETAMIDE
GDSC2,I-BET-762,3P5O
GDSC2,I-BET-762,MOLIBRESIBINN
GDSC2,I-BET-762,MOLIBRESIBWHODD
GDSC2,I-BET-762,MOLIBRESIBIBET762
GDSC2,I-BET-762,GTPL7033
GDSC2,I-BET-762,SCHEMBL1872390
GDSC2,I-BET-762,CHEBI95082
GDSC2,I-BET-762,DTXSID60677590
GDSC2,I-BET-762,EXA462
GDSC2,I-BET-762,AAAQFGUYHFJNHISFHVURJKSAN
GDSC2,I-BET-762,BCP07337
GDSC2,I-BET-762,BDBM50365463
GDSC2,I-BET-762,MFCD22417091
GDSC2,I-BET-762,NSC774829
GDSC2,I-BET-762,S7189
GDSC2,I-BET-762,AKOS025404837
GDSC2,I-BET-762,CCG208698
GDSC2,I-BET-762,NCGC0026362102
GDSC2,I-BET-762,NCGC0026362104
GDSC2,I-BET-762,NCGC0026362106
GDSC2,I-BET-762,AC32712
GDSC2,I-BET-762,AS16364
GDSC2,I-BET-762,BP23442
GDSC2,I-BET-762,HY13032
GDSC2,I-BET-762,IBET76298HPLC
GDSC2,I-BET-762,SW2202251
GDSC2,I-BET-762,D11326
GDSC2,I-BET-762,EN30020050078
GDSC2,I-BET-762,J005327
GDSC2,I-BET-762,Q27078016
GDSC2,I-BET-762,24S64CHLOROPHENYL8METHOXY1METHYL4HBENZOF124TRIAZOLO43A14DIAZEPIN4YLNETHYLACETAMIDE
GDSC2,I-BET-762,24S64CHLOROPHENYL1METHYL8METHYLOXY4H124TRIAZOLO43A14BENZODIAZEPIN4YLNETHYLACETAMIDE
GDSC2,I-BET-762,27S94CHLOROPHENYL12METHOXY3METHYL2458TETRAAZATRICYCLO840026TETRADECA1103581113HEXAEN7YLNETHYLACETAMIDE
GDSC2,RVX-208,APABETALONE
GDSC2,RVX-208,1044870394
GDSC2,RVX-208,RVX208
GDSC2,RVX-208,242HYDROXYETHOXY35DIMETHYLPHENYL57DIMETHOXYQUINAZOLIN43HONE
GDSC2,RVX-208,RVX000222
GDSC2,RVX-208,APABETALONEINN
GDSC2,RVX-208,8R4A7GDZ1D
GDSC2,RVX-208,242HYDROXYETHOXY35DIMETHYLPHENYL57DIMETHOXY1HQUINAZOLIN4ONE
GDSC2,RVX-208,242HYDROXYETHOXY35DIMETHYLPHENYL57DIMETHOXY3HQUINAZOLIN4ONE
GDSC2,RVX-208,APABETALONEUSANINN
GDSC2,RVX-208,UNII8R4A7GDZ1D
GDSC2,RVX-208,C20H22N2O5
GDSC2,RVX-208,1K0
GDSC2,RVX-208,QC216
GDSC2,RVX-208,4J1P
GDSC2,RVX-208,4J3I
GDSC2,RVX-208,4MR4
GDSC2,RVX-208,4MR6
GDSC2,RVX-208,APABETALONEUSAN
GDSC2,RVX-208,APABETALONEWHODD
GDSC2,RVX-208,SCHEMBL145019
GDSC2,RVX-208,GTPL7034
GDSC2,RVX-208,SCHEMBL17002023
GDSC2,RVX-208,DTXSID90146502
GDSC2,RVX-208,NETXMUIMUZJUTBUHFFFAOYSAN
GDSC2,RVX-208,HMS3653C10
GDSC2,RVX-208,HMS3744M09
GDSC2,RVX-208,HMS3886D13
GDSC2,RVX-208,BCP07787
GDSC2,RVX-208,EXA1110
GDSC2,RVX-208,MFCD18633270
GDSC2,RVX-208,NSC771600
GDSC2,RVX-208,S7295
GDSC2,RVX-208,AKOS016008772
GDSC2,RVX-208,AKOS026750505
GDSC2,RVX-208,CCG268298
GDSC2,RVX-208,CS3239
GDSC2,RVX-208,DB12000
GDSC2,RVX-208,SB17171
GDSC2,RVX-208,242HYDROXYETHOXY35DIMETHYLPHENYL57DIMETHOXY41HQUINAZOLINONE
GDSC2,RVX-208,NCGC0035607309
GDSC2,RVX-208,NCGC0035607311
GDSC2,RVX-208,AC28201
GDSC2,RVX-208,AS35133
GDSC2,RVX-208,BP23380
GDSC2,RVX-208,HY16652
GDSC2,RVX-208,RVX208RVX000222
GDSC2,RVX-208,SW2193271
GDSC2,RVX-208,D11131
GDSC2,RVX-208,EN3007408723
GDSC2,RVX-208,J001182
GDSC2,RVX-208,Q21099554
GDSC2,RVX-208,242HYDROXYETHOXY35DIMETHYLPHENYL57DIMETHOXY14DIHYDROQUINAZOLIN4ONE
GDSC2,RVX-208,242HYDROXYETHOXY35DIMETHYLPHENYL57DIMETHOXY34DIHYDROQUINAZOLIN4ONE
GDSC2,OTX015,BIRABRESIB
GDSC2,OTX015,202590985
GDSC2,OTX015,OTX015
GDSC2,OTX015,MK8628
GDSC2,OTX015,OTX015ANHYDROUS
GDSC2,OTX015,BIRABRESIBUSAN
GDSC2,OTX015,Y803ANHYDROUS
GDSC2,OTX015,S244CHLOROPHENYL239TRIMETHYL6HTHIENO32F124TRIAZOLO43A14DIAZEPIN6YLN4HYDROXYPHENYLACETAMIDE
GDSC2,OTX015,X40LKS49S3
GDSC2,OTX015,6HTHIENO32F124TRIAZOLO43A14DIAZEPINE6ACETAMIDE44CHLOROPHENYLN4HYDROXYPHENYL239TRIMETHYL6S
GDSC2,OTX015,OTX015POUNDMK8628BIRABRESIBPOUNDC
GDSC2,OTX015,26S44CHLOROPHENYL239TRIMETHYL6HTHIENO32F124TRIAZOLO43A14DIAZEPIN6YLN4HYDROXYPHENYLACETAMIDE
GDSC2,OTX015,29S74CHLOROPHENYL4513TRIMETHYL3THIA181112TETRAZATRICYCLO830026TRIDECA26471012PENTAEN9YLN4HYDROXYPHENYLACETAMIDE
GDSC2,OTX015,UNIIX40LKS49S3
GDSC2,OTX015,MK8628BIRABRESIB
GDSC2,OTX015,OTX015BIRABRESIB
GDSC2,OTX015,BIRABRESIBINN
GDSC2,OTX015,BIRABRESIBUSANINN
GDSC2,OTX015,BIRABRESIBWHODD
GDSC2,OTX015,GTPL8359
GDSC2,OTX015,SCHEMBL2898131
GDSC2,OTX015,CHEMBL3581647
GDSC2,OTX015,EXA640
GDSC2,OTX015,CHEBI191051
GDSC2,OTX015,GNMUEVRJHCWKTOFQEVSTJZSAN
GDSC2,OTX015,DTXSID701103937
GDSC2,OTX015,BDBM50092312
GDSC2,OTX015,MFCD26960949
GDSC2,OTX015,NSC778747
GDSC2,OTX015,S7360
GDSC2,OTX015,AKOS027323345
GDSC2,OTX015,CCG264724
GDSC2,OTX015,CS1598
GDSC2,OTX015,DB15189
GDSC2,OTX015,GS9310
GDSC2,OTX015,NCGC0035606701
GDSC2,OTX015,NCGC0035606712
GDSC2,OTX015,6S44CHLOROPHENYLN4HYDROXYPHENYL239TRIMETHYL6HTHIENO32F124TRIAZOLO43A14DIAZEPINE6ACETAMIDE
GDSC2,OTX015,AC35281
GDSC2,OTX015,BP25368
GDSC2,OTX015,HY15743
GDSC2,OTX015,OTX01598HPLC
GDSC2,OTX015,O0482
GDSC2,OTX015,D10911
GDSC2,OTX015,J690257
GDSC2,OTX015,Q27075296
GDSC2,OTX015,S244CHLOROPHENYL239TRIMETHYL6HTHIENO32F124TRIAZOLO43A14DIAZEPIN6YLN4HYDROXYPHENYLACETAMIDEALDRICHCPR
GDSC2,OTX015,SN4HYDROXYPHENYL44CHLOROPHENYL239TRIMETHYL6HTHIENO32F124TRIAZOLO43A14DIAZEPINE6ACETAMIDE
GDSC2,OTX015,26S44CHLOROPHENYL239TRIMETHYL6HTHIENO32F124TRIAZOLO43A14DIAZEPIN6YLN4HYDROXYPHENYLACETAMIDEDEHYDRATE
GDSC2,OTX015,29S74CHLOROPHENYL4513TRIMETHYL3THIA181112TETRAAZATRICYCLO83002TRIDECA26471012PENTAEN9YLN4HYDROXYPHENYLACETAMIDE
GDSC2,OTX015,6JE
GDSC2,GSK343,GSK343
GDSC2,GSK343,1346704333
GDSC2,GSK343,1ISOPROPYLN6METHYL2OXO4PROPYL12DIHYDROPYRIDIN3YLMETHYL624METHYLPIPERAZIN1YLPYRIDIN4YL1HINDAZOLE4CARBOXAMIDE
GDSC2,GSK343,CHEMBL2204995
GDSC2,GSK343,11METHYLETHYLN6METHYL2OXO4PROPYL12DIHYDRO3PYRIDINYLMETHYL624METHYL1PIPERAZINYL4PYRIDINYL1HINDAZOLE4CARBOXAMIDE
GDSC2,GSK343,N12DIHYDRO6METHYL2OXO4PROPYL3PYRIDINYLMETHYL11METHYLETHYL624METHYL1PIPERAZINYL4PYRIDINYL1HINDAZOLE4CARBOXAMIDE
GDSC2,GSK343,N6METHYL2OXO4PROPYL12DIHYDROPYRIDIN3YLMETHYL624METHYLPIPERAZIN1YLPYRIDIN4YL1PROPAN2YL1HINDAZOLE4CARBOXAMIDE
GDSC2,GSK343,N6METHYL2OXO4PROPYL1HPYRIDIN3YLMETHYL624METHYLPIPERAZIN1YLPYRIDIN4YL1PROPAN2YLINDAZOLE4CARBOXAMIDE
GDSC2,GSK343,COMPOUND6PMID24900432
GDSC2,GSK343,YSZC352
GDSC2,GSK343,GTPL8240
GDSC2,GSK343,SCHEMBL14716863
GDSC2,GSK343,EXA244
GDSC2,GSK343,CHEBI167693
GDSC2,GSK343,HMS3740C09
GDSC2,GSK343,BCP07777
GDSC2,GSK343,WDC70433
GDSC2,GSK343,BDBM50400778
GDSC2,GSK343,MFCD25563250
GDSC2,GSK343,AKOS025405231
GDSC2,GSK343,CS1626
GDSC2,GSK343,NCGC0035148011
GDSC2,GSK343,AC32763
GDSC2,GSK343,AS16513
GDSC2,GSK343,GSK34398HPLC
GDSC2,GSK343,HY13500
GDSC2,GSK343,FT0767292
GDSC2,GSK343,S7164
GDSC2,GSK343,A887827
GDSC2,GSK343,J006589
GDSC2,GSK343,Q27077897
GDSC2,GSK343,1IPRN6ME2OXO4PROPYL12DIHYDROPY3YLME624METHYLPIPERAZIN1YLPY4YL1HINDAZOLE4CARBOXAMIDE
GDSC2,ML323,1572414835
GDSC2,ML323,ML323
GDSC2,ML323,N41H123TRIAZOL1YLBENZYL22ISOPROPYLPHENYL5METHYLPYRIMIDIN4AMINE
GDSC2,ML323,CHEMBL3182437
GDSC2,ML323,5METHYL22PROPAN2YLPHENYLN4TRIAZOL1YLPHENYLMETHYLPYRIMIDIN4AMINE
GDSC2,ML323,22ISOPROPYLPHENYL5METHYLN4123TRIAZOL1YLPHENYLMETHYLPYRIMIDIN4AMINE
GDSC2,ML323,5METHYL22PROPAN2YLPHENYLN4123TRIAZOL1YLPHENYLMETHYLPYRIMIDIN4AMINE
GDSC2,ML323,JDA
GDSC2,ML323,GTPL7898
GDSC2,ML323,SCHEMBL15847799
GDSC2,ML323,EXA392
GDSC2,ML323,HMS3653L13
GDSC2,ML323,HMS3743A15
GDSC2,ML323,BCP09653
GDSC2,ML323,BDBM50069762
GDSC2,ML323,MFCD28099817
GDSC2,ML323,S7529
GDSC2,ML323,AKOS026750196
GDSC2,ML323,CCG268461
GDSC2,ML323,SB19053
GDSC2,ML323,NCGC0026230601
GDSC2,ML323,NCGC0026230602
GDSC2,ML323,NCGC0026230624
GDSC2,ML323,NCGC0026230625
GDSC2,ML323,AC33083
GDSC2,ML323,AS16712
GDSC2,ML323,BM166458
GDSC2,ML323,HY17543
GDSC2,ML323,FT0700457
GDSC2,ML323,SW2192911
GDSC2,ML323,J690211
GDSC2,ML323,Q27087127
GDSC2,ML323,Z2235802193
GDSC2,ML323,5METHYL221METHYLETHYLPHENYLN41H123TRIAZOL1YLPHENYLMETHYL4PYRIMIDINAMINE
GDSC2,ML323,5METHYL22PROPAN2YLPHENYLN41H123TRIAZOL1YLPHENYLMETHYLPYRIMIDIN4AMINE
GDSC2,ML323,N32DIMETHYLAMINOETHOXY4METHOXYPHENYL2METHYL45METHYL124OXADIAZOL3YL4BIPHENYLCARBOXAMIDE
GDSC2,Entospletinib,ENTOSPLETINIB
GDSC2,Entospletinib,1229208449
GDSC2,Entospletinib,GS9973
GDSC2,Entospletinib,61HINDAZOL6YLN4MORPHOLINOPHENYLIMIDAZO12APYRAZIN8AMINE
GDSC2,Entospletinib,ENTOSPLETINIBINN
GDSC2,Entospletinib,ENTOSPLETINIBGS9973
GDSC2,Entospletinib,GS9973ENTOSPLETINIB
GDSC2,Entospletinib,6I3O3W6O3B
GDSC2,Entospletinib,CHEMBL3265032
GDSC2,Entospletinib,SYKINHIBITORGS9973
GDSC2,Entospletinib,61HINDAZOL6YLN4MORPHOLIN4YLPHENYLIMIDAZO12APYRAZIN8AMINE
GDSC2,Entospletinib,IMIDAZO12APYRAZIN8AMINE61HINDAZOL6YLN44MORPHOLINYLPHENYL
GDSC2,Entospletinib,ENTOSPLETINIBUSANINN
GDSC2,Entospletinib,UNII6I3O3W6O3B
GDSC2,Entospletinib,4PUZ
GDSC2,Entospletinib,ENTOSPLETINIBUSAN
GDSC2,Entospletinib,ENTOSPLETINIBWHODD
GDSC2,Entospletinib,GTPL7889
GDSC2,Entospletinib,SCHEMBL2483776
GDSC2,Entospletinib,DTXSID001317670
GDSC2,Entospletinib,HMS3653D13
GDSC2,Entospletinib,HMS3673E05
GDSC2,Entospletinib,HMS3750E13
GDSC2,Entospletinib,AMY14224
GDSC2,Entospletinib,BCP09582
GDSC2,Entospletinib,EXA1120
GDSC2,Entospletinib,BDBM50015448
GDSC2,Entospletinib,MFCD28099806
GDSC2,Entospletinib,NSC781516
GDSC2,Entospletinib,NSC800988
GDSC2,Entospletinib,S7523
GDSC2,Entospletinib,AKOS027295322
GDSC2,Entospletinib,CCG264700
GDSC2,Entospletinib,DB12121
GDSC2,Entospletinib,SB16830
GDSC2,Entospletinib,NCGC0037859607
GDSC2,Entospletinib,AC30236
